Gender,Study_Hours_per_Week,Attendance_Rate,Past_Exam_Scores,Internet_Access_at_Home,Extracurricular_Activities,Final_Exam_Score,Parent_Edu_Bachelors,Parent_Edu_High School,Parent_Edu_Masters,Parent_Edu_PhD
1,32.85258409515974,86.81777172823647,86.69757575144405,1,1,74.6,True,False,False,False
1,37.677112018560955,81.13272464258374,87.01097922996325,1,1,68.8,False,True,False,False
1,4.547104257689457,75.24034637533754,81.77499818940566,1,1,57.5,True,False,False,False
0,31.09108983303973,92.47836010677308,91.40618681304596,1,1,91.2,False,False,False,True
0,36.475344367144864,69.17822426955782,65.69214053016394,1,1,74.6,False,False,False,True
0,41.48715841589813,100.0,91.68970632712914,0,0,86.0,False,False,True,False
0,13.326631082313504,96.67090451266412,81.56665435049518,1,1,66.3,True,False,False,False
1,26.75262891433563,76.31318355743807,71.70582395497178,1,1,68.0,False,False,True,False
1,13.03783951373102,74.64681043692462,70.70600862878801,1,0,48.9,False,True,False,False
0,35.27650224682442,85.69049569206096,90.50598580007816,1,1,77.6,False,False,True,False
1,24.19192498009209,86.80946057101241,80.79924515567161,1,0,74.8,True,False,False,False
0,7.330518502918693,71.7133953703483,58.81127269184471,1,1,44.6,False,True,False,False
0,1.0,63.4670997760492,70.09245241267539,1,0,50.4,False,True,False,False
0,9.11945578845973,81.77403572265371,75.84325761044865,1,1,51.2,False,True,False,False
0,22.861547411593268,81.20810363238982,64.20470181932505,1,0,62.7,False,False,True,False
1,31.39672045764098,86.9729440919363,76.24031318008579,1,1,69.6,True,False,False,False
0,37.16755332308239,93.83354327936816,85.20664390740431,1,0,77.4,True,False,False,False
1,15.374448129234215,80.5945441017245,63.346037940668495,1,1,56.1,False,True,False,False
1,35.42410532856788,88.8100711965046,90.2479349542958,1,1,86.2,False,False,False,True
0,15.924714355596103,73.552415548847,54.37963346772781,1,0,52.8,True,False,False,False
1,31.721735125810252,86.6721803300222,82.44686909388602,1,1,76.1,False,False,True,False
1,25.10774623010327,85.7350602724031,93.49908561206784,0,0,67.5,False,False,True,False
0,31.319373433918823,95.44257251500984,64.66262988266662,0,1,58.5,True,False,False,False
1,30.42752249946535,84.82596949918361,82.21722049121175,0,1,60.4,True,False,False,False
0,15.573111116083975,90.67708804509093,69.62262193138945,1,0,70.4,False,False,True,False
0,29.47865533585811,86.22884622711963,85.82183251262873,1,1,61.9,False,True,False,False
0,21.123334661161657,95.0369329591472,89.58576348160291,1,1,72.5,False,True,False,False
1,15.186348133810757,89.04993335531212,74.01686977815737,1,0,67.0,False,False,True,False
1,20.407666180326142,76.232451591196,67.68534329130489,1,0,53.1,False,True,False,False
0,36.34868467050149,82.00477973270237,76.69278000918875,0,0,65.1,True,False,False,False
0,25.254603709994683,86.88058821511345,89.32793923699977,1,1,76.6,True,False,False,False
1,12.552966519139275,79.0935036246631,72.2041644664334,1,1,63.0,True,False,False,False
0,14.668235611040314,70.56725371987075,64.37491868657554,1,1,57.1,True,False,False,False
0,34.15713453490687,92.93855018183731,81.0567847653287,0,1,73.7,False,False,True,False
1,28.295069412427218,94.77905144750775,88.5785887502955,1,0,74.1,False,False,True,False
1,5.762843291113617,74.81183920281761,50.13064850375114,1,1,47.5,True,False,False,False
0,14.28160941236222,87.18213613396782,56.31264369638608,0,1,41.6,False,True,False,False
1,8.994061727050507,78.11223825258287,52.74319090874212,1,1,50.5,False,True,False,False
1,17.570714790804725,86.17508796307227,68.19428491386358,1,0,61.3,True,False,False,False
0,20.3482100895232,87.20929997220524,74.52927650121937,1,0,68.3,True,False,False,False
1,31.60091037777241,88.64351088291984,86.48024446107583,1,0,83.7,False,False,False,True
0,21.133871239301705,85.2046392694805,69.01840784929213,1,1,65.2,False,False,True,False
1,20.72201717934321,75.07029545213591,71.78995433996259,1,0,54.6,False,True,False,False
1,16.322993954598086,74.20167484886605,73.55196688713232,0,0,50.4,False,True,False,False
1,31.276438655145963,93.1314949397943,83.27549772169961,1,1,67.0,False,True,False,False
0,24.85636992785729,85.85558300591565,74.66864284698957,1,1,62.4,False,True,False,False
1,29.871731585989288,96.44809044681357,93.092420888164,1,1,75.5,True,False,False,False
0,22.050249268355593,67.3946563914024,72.96293774384088,1,1,59.3,True,False,False,False
0,27.275186236383455,69.11968584994413,57.63153741286807,1,0,62.0,False,False,True,False
0,24.613439917979782,84.186647473266,79.1564109924985,1,1,69.6,False,False,True,False
1,13.194922908637784,87.11966176802494,75.54253236750878,1,1,55.1,False,True,False,False
1,21.00497424141618,84.37081122545183,78.17674488959014,1,0,67.2,True,False,False,False
0,10.361576900142252,48.569806879262714,56.56126549404387,1,0,42.7,True,False,False,False
1,13.611868369804894,72.58299278412412,62.439181946010166,1,0,56.7,False,False,True,False
0,29.098542067210445,94.76682998842826,84.66512816060315,1,1,75.6,False,False,True,False
1,7.282723229700988,68.85176115224218,63.072168300862856,1,1,55.5,False,False,True,False
0,37.3752887057823,92.41237873979532,81.59785888501182,1,1,83.0,False,False,True,False
1,39.39632941675224,83.85342717684586,79.6523444279941,1,1,82.4,False,False,True,False
0,20.93799896495939,85.73351471293815,77.03681102711043,1,1,59.0,False,True,False,False
1,30.52736298227979,89.40157813764758,77.23318200043786,1,0,77.8,True,False,False,False
0,19.79439288164124,77.99777770630757,73.99564506194518,0,1,46.1,False,True,False,False
0,28.531896506387486,80.44095509456375,78.39103179428632,1,1,71.5,True,False,False,False
0,22.71570047291708,64.66943264741265,56.97847577722232,1,1,52.8,True,False,False,False
1,5.2981247054733185,63.07612668189197,45.80346388986359,1,0,36.3,False,True,False,False
1,31.46541875207001,84.96846803062915,72.23668228944443,1,0,61.5,False,True,False,False
0,11.94863333292031,72.78928928500746,73.68605550169083,1,0,52.6,False,True,False,False
1,23.33702186922582,99.0379122289322,91.52553846688303,1,1,72.1,False,True,False,False
1,45.0,99.23166500246444,84.27420372300993,1,1,78.9,False,True,False,False
1,29.36197798481211,93.98232605600812,91.81269043967217,1,1,68.5,False,True,False,False
1,20.1718256553839,82.85449813858125,82.51186077778247,1,1,63.9,True,False,False,False
0,26.07916308221705,85.47811513355317,78.4186287299031,1,0,60.8,False,True,False,False
0,13.602117301442842,65.78699295921787,77.14808517181287,0,0,56.7,False,False,False,True
1,29.859018635173825,89.94453640683409,92.43519123787814,0,0,66.7,True,False,False,False
1,27.55222981753074,81.14560007515107,69.25290968290507,1,0,57.3,False,True,False,False
1,20.884464374978656,79.40592066319452,63.91171732835899,1,0,61.4,True,False,False,False
0,9.711915938057407,76.17023924011052,63.930071248259,1,1,65.8,False,False,True,False
0,23.176418641767743,75.03396062702635,70.910981027186,1,0,64.7,False,False,True,False
1,6.760544674900017,83.24933664719772,80.57314624688141,0,1,51.3,True,False,False,False
1,21.155207207747367,87.65628930672898,86.31642711484052,1,0,75.4,False,False,True,False
1,30.76989844099239,78.86242768589895,67.84649802440462,1,1,67.8,False,False,True,False
1,8.217538003087418,82.72406690515675,84.25245624086247,1,1,68.5,False,False,True,False
1,35.38679230982338,95.93316306244886,92.96624693230096,1,0,81.6,False,False,True,False
0,13.933447976308388,65.49588502191897,66.93967949406623,1,1,64.0,False,False,True,False
0,23.58033066178228,82.1232927635356,66.1478038363305,1,1,68.0,False,False,True,False
1,12.517539659673796,66.6470274533311,45.576633301061584,1,1,46.1,True,False,False,False
1,36.010949122091624,88.00971664645917,81.87198602995585,1,1,72.7,True,False,False,False
0,30.201484412598564,90.68679434073572,93.4146271412546,1,0,78.8,False,False,True,False
0,9.181985851631548,73.40089318113966,59.5464719455288,1,0,60.8,False,False,True,False
1,29.48358184325464,89.39871815891252,83.69321514725455,1,1,63.8,False,True,False,False
0,14.701956137305968,73.79436372594353,74.78621918127945,1,1,65.5,False,False,False,True
0,31.24724034145756,96.94907496460844,89.34425394162733,1,0,75.7,True,False,False,False
1,31.086376456626493,95.21311214926423,87.34466320157114,0,1,67.8,True,False,False,False
1,27.52551709070112,91.0287958814237,84.03733930187914,0,1,71.2,False,False,False,True
1,6.039400923473641,56.74388947851496,48.685318352916866,0,1,25.4,False,True,False,False
0,35.060466765370876,93.01992390125416,88.95236351903006,1,0,80.4,False,False,True,False
1,21.668744677012732,83.59891558198515,80.13086923111808,0,1,53.1,False,True,False,False
0,23.116237547628906,75.75048739155682,75.08168678538658,1,1,61.9,True,False,False,False
0,30.20828249251537,82.12598314624779,87.61990233688675,0,1,65.8,True,False,False,False
1,27.67559051914197,75.04296127615602,74.52114925736996,1,1,67.9,True,False,False,False
1,24.861010575544807,90.39068150699336,79.94200637218013,0,0,61.5,True,False,False,False
1,3.2413612847925393,68.93746248309625,61.25762632235098,1,1,58.2,False,False,False,True
1,27.613921838312375,85.26387776710976,83.40040375147545,1,1,72.1,False,False,False,True
1,23.88506326806514,81.68574878914224,73.09500618359527,1,1,58.7,False,True,False,False
0,9.979308797274602,81.37374331772928,54.94295998067132,1,1,57.1,True,False,False,False
0,16.925361782520312,81.4551287436797,64.88544855649337,1,0,53.4,False,True,False,False
0,4.987378864675851,54.71702953337021,58.28870120837005,1,0,37.9,False,True,False,False
0,12.03917552316829,75.2091301773425,69.61465340704967,1,1,59.1,False,True,False,False
1,30.663576302583987,84.65837345228627,66.19172544893853,1,1,79.9,False,False,False,True
0,19.82784606230567,77.69973799132593,67.7412660465988,1,1,70.0,False,False,False,True
1,28.852226909897453,72.39779809515547,81.65268513440624,1,0,65.2,False,True,False,False
1,27.79760783129236,89.63603169422589,69.22236292784845,1,0,56.0,False,True,False,False
1,29.100355685525344,84.26739274190115,82.90135037173279,1,1,68.6,True,False,False,False
1,8.468274238215754,72.96063061781396,41.14274546558039,1,0,45.5,True,False,False,False
1,32.17247031507367,95.54610233930244,87.81263239342255,1,0,80.1,False,False,True,False
1,33.5480954505504,87.10403867302956,84.2184385952919,1,0,72.5,True,False,False,False
0,18.836354396616855,76.47463045996228,71.95773008711667,1,1,57.5,False,False,True,False
1,20.490732950023844,79.39699482404934,67.62923026991794,1,1,62.7,True,False,False,False
0,31.91714802469773,96.61446907396912,85.5595489313565,1,1,85.9,False,False,False,True
0,19.976709289466775,60.8782245987723,62.94656863576262,1,0,59.3,True,False,False,False
1,7.415790086173601,60.18460057974479,57.563771555245786,0,0,36.9,True,False,False,False
0,21.15139600648143,79.60012662935716,63.4580283323264,1,0,61.9,False,False,True,False
1,20.803796640660416,89.21487739444825,86.20680003560695,1,1,65.9,False,False,True,False
1,6.877681147892989,41.562064165192545,42.87745721584103,1,1,31.6,False,True,False,False
1,21.551455650958985,85.75403636662033,58.82323307340032,1,1,63.8,True,False,False,False
0,33.18938012260071,96.42914630963686,94.54883596554863,1,0,85.6,False,False,False,True
0,34.15714550542462,92.33028527523524,81.80023797319227,1,1,81.4,True,False,False,False
1,8.643985040136847,79.24863070057019,78.00979095125136,1,1,53.9,False,True,False,False
0,12.967272637622155,67.10549102297786,53.43472658241387,1,0,51.1,True,False,False,False
1,32.277837890315794,87.77552501295688,84.47975882578552,1,1,73.5,False,False,True,False
1,33.68348668078432,75.40209395945686,81.68867274425911,1,1,74.6,False,False,True,False
1,12.06783107304765,82.60345687276063,53.55910994301477,0,1,44.4,False,False,True,False
0,17.515425206987896,66.10583891241902,53.50839684845487,1,0,54.3,True,False,False,False
0,35.09267021205473,99.02841536578792,89.46517568421952,1,0,81.8,True,False,False,False
1,11.50688827679119,81.35708664965532,71.47538802733692,0,0,55.3,True,False,False,False
0,33.289917765327,93.79837828545796,84.76233927491002,1,1,76.8,False,False,True,False
0,41.13301988876558,90.89693897814116,83.6142939759724,1,0,73.2,False,True,False,False
1,10.719028486280203,80.16138335778683,69.98167832753319,1,0,55.0,False,True,False,False
1,28.722133573970293,85.23738536846798,64.92378527020429,1,0,61.8,False,True,False,False
1,23.205780704877263,86.70071820210337,81.16818815632699,1,0,66.2,True,False,False,False
1,28.212527771898415,87.32592658018035,72.36051596769099,1,1,65.0,False,False,True,False
0,24.718184037964143,90.74653430494313,64.0033356151221,1,1,70.3,False,False,True,False
1,27.903364036698264,86.90972500497503,86.51661247490449,1,1,79.7,False,False,False,True
1,30.611555229555513,77.82117999295248,57.65817379518337,1,0,55.2,False,True,False,False
0,27.52667552985318,93.65389492806963,87.15051961179952,1,0,84.4,False,False,False,True
1,24.99730373467403,80.04004688687864,64.32581558268129,1,0,66.3,False,False,True,False
1,25.607060251371273,76.16002732975763,85.10458040028274,1,1,63.9,True,False,False,False
1,25.99355045848161,77.93546188212234,68.33168851566823,1,1,65.5,False,False,False,True
1,21.34939055370488,80.32348654584776,78.70100265317973,1,1,62.1,True,False,False,False
1,31.11849701846428,87.07347304436588,92.56176274062312,1,0,90.4,False,False,False,True
0,14.295849989121336,78.15071740775117,58.35064095533144,0,1,53.6,False,False,True,False
0,24.541809394211665,84.17776993800237,60.66210424742308,1,0,66.9,False,False,True,False
1,26.09165066276384,82.32515568738037,59.61682810312407,1,1,61.7,True,False,False,False
1,14.284111816809013,84.43293129662486,72.52018619648638,0,1,47.6,False,True,False,False
1,24.489682639942608,83.34104177335863,75.03744593583556,1,0,70.0,True,False,False,False
1,32.13113989574265,85.97672243590053,65.70206700654035,0,1,57.6,True,False,False,False
1,40.81281426356226,100.0,100.0,1,1,94.9,False,False,False,True
1,14.135541767322817,83.70017409205192,59.507407780866075,1,1,60.6,False,False,True,False
1,33.31889493827526,87.80719880733291,92.6937831792998,1,1,90.2,False,False,False,True
1,16.577695209869926,70.17571873422916,69.17241755578488,1,0,54.8,False,True,False,False
1,8.171585601480038,87.25769618155117,59.60950172246208,1,0,64.1,False,False,True,False
1,14.170745487098952,55.377505441150426,60.078213172780146,0,1,43.5,False,False,True,False
1,33.50364709063174,84.52453524005057,66.8190383702104,1,0,75.0,False,False,True,False
0,21.781575577426413,82.12611810431113,74.83578207506044,1,1,58.8,False,True,False,False
0,12.431991457034217,86.14797091693131,55.77365021038335,1,0,51.8,False,True,False,False
0,2.850577238180948,55.117261575484555,55.06661460856991,1,0,43.3,False,True,False,False
1,14.135785116061214,60.75549556914971,56.09004124509791,1,0,47.0,True,False,False,False
0,23.39076006683185,81.4465286069481,68.52525534218552,1,1,64.1,True,False,False,False
0,31.595831052440104,98.08850399147786,90.44692228139236,1,1,87.3,False,False,False,True
1,21.383361291796486,97.1895561165638,63.45790417869646,1,1,67.3,True,False,False,False
0,9.03710087897739,87.48512765359024,67.92814163223538,1,0,58.0,True,False,False,False
1,12.090574833544276,65.75074897495108,60.441199155394926,0,1,49.9,True,False,False,False
0,33.18976678467439,87.61489921032684,77.17334107132186,1,1,71.9,False,False,True,False
0,12.086410609451482,73.94192384412992,54.96552804308744,1,0,64.9,False,False,False,True
1,9.143715073503476,79.65362549108526,65.10167909449022,1,1,63.8,False,False,True,False
0,20.449407159335134,81.84389801397363,67.86668674454756,1,1,68.0,True,False,False,False
0,7.023794412008921,67.65878279480614,37.07290570071622,1,1,38.8,True,False,False,False
1,7.498238439186741,69.32434870954667,46.67919768829304,0,1,40.0,False,False,True,False
1,18.2042036727235,94.51723555578042,61.373943242078646,1,1,67.6,True,False,False,False
0,7.96653525002662,52.61942916338609,51.4500093008164,1,1,33.1,False,True,False,False
1,16.761629749893824,73.55873872216111,55.88182808174686,1,1,44.8,False,True,False,False
0,23.444532399278156,92.23537157102346,74.69181458708717,1,1,61.9,False,True,False,False
0,35.77192313443105,89.05195211994949,87.99960095769484,1,0,81.0,False,False,True,False
1,23.95487486751568,75.34362489218938,73.91112602879325,0,1,54.8,False,True,False,False
1,15.058123355917829,77.56983807580646,73.13596984375424,1,0,54.7,False,True,False,False
1,24.08070991366087,73.67537274446009,78.32391462709725,1,1,62.7,True,False,False,False
1,36.86003139150237,93.88581469316736,87.38724561065247,1,1,83.0,False,False,True,False
1,20.98566794642998,78.87839400297187,72.67884274231814,1,0,64.5,True,False,False,False
1,11.8213000330666,55.94034511403992,59.66991837019305,1,1,50.2,True,False,False,False
0,19.86066622252181,86.43562717341841,67.8108019523337,1,1,57.6,False,True,False,False
1,24.0720480402354,56.70687559478594,69.86700498681574,1,0,46.0,False,True,False,False
0,20.429767203853267,88.0170941064049,72.4788089043524,0,0,54.3,True,False,False,False
0,29.976888752178283,79.28846624813032,65.40827744893312,1,1,68.9,True,False,False,False
0,38.523025723626375,89.54607741647143,85.88623389449684,1,1,77.7,True,False,False,False
0,30.643263398313564,74.77631330533896,75.57294538583554,1,0,60.4,False,True,False,False
1,26.460631461222658,89.47132257742251,85.28911586153716,1,0,83.3,False,False,False,True
1,26.49889069276532,93.66348887153868,96.0532186772394,0,1,68.7,False,False,True,False
1,19.317147131508772,71.49888338138211,63.45874075107736,1,1,51.6,False,True,False,False
0,19.940302460544796,91.49608370079588,70.79788453323502,1,1,61.0,False,True,False,False
0,23.622894644943937,90.02221100899446,67.33577109092457,1,1,72.2,False,False,False,True
0,32.91152429147826,71.28677013179636,81.77785278667679,1,1,72.6,False,False,True,False
0,19.39127091233618,80.30110876522303,60.659938972902346,1,1,58.7,True,False,False,False
1,31.726026413111537,92.88058040691936,90.17706096387958,1,1,76.4,False,False,True,False
1,29.176134205266724,93.83116645789164,85.8304134056025,1,1,79.1,False,False,True,False
1,24.1537365738078,74.33136427808107,66.71547546238362,0,0,52.7,False,False,True,False
0,34.59107512845918,76.85359275665728,81.93724951234377,1,1,71.2,True,False,False,False
1,28.5416328067148,90.00915174457401,89.28146064091972,0,1,70.0,True,False,False,False
1,40.35946210969328,95.66756231916274,90.83527083943538,1,1,75.1,False,True,False,False
1,29.66447730886672,91.35183011292848,88.56521474747902,1,0,79.2,False,False,False,True
1,6.0211492949707575,66.18886298023153,63.10687785816753,1,0,50.2,True,False,False,False
