Student_ID,Gender,Study_Hours_per_Week,Attendance_Rate,Past_Exam_Scores,Parental_Education_Level,Internet_Access_at_Home,Extracurricular_Activities,Final_Exam_Score,Pass_Fail
S0062,Male,20.301231062315768,74.81541554633876,79.3800034363149,High School,Yes,No,55.7,Pass
S0063,Female,24.21176744549571,96.51387421908929,83.86246140157397,Bachelors,Yes,No,64.0,Pass
S0064,Male,33.13407450832496,86.75251903041494,71.17802706334525,Bachelors,Yes,No,68.2,Pass
S0065,Male,3.4030181408693667,56.5909212265392,53.4265335390019,High School,Yes,Yes,36.0,Fail
S0066,Female,30.4629389773063,87.62475436772517,84.33747435872947,Masters,Yes,Yes,77.8,Pass
S0067,Male,14.4714621783149,54.97012724468151,64.74900868873219,Bachelors,Yes,Yes,61.0,Pass
S0068,Female,15.141951426982352,73.92667317755979,61.875933917335736,Bachelors,Yes,Yes,58.1,Pass
S0069,Male,3.2366450127926583,61.156419975101684,57.74587425421706,High School,Yes,No,49.4,Fail
S0070,Female,35.67281396268598,78.31884226873358,73.06650063760819,High School,Yes,Yes,65.4,Pass
S0071,Female,32.40288831903797,90.5242607448634,84.69022615709602,PhD,Yes,No,80.5,Pass
S0072,Male,13.632943654805288,92.15649283795449,82.84317986182731,Bachelors,No,Yes,59.7,Pass
S0073,Male,3.9040478352638854,63.807771272908965,60.321137945737966,PhD,Yes,Yes,61.3,Pass
S0074,Female,24.21277323053885,92.02386221382346,82.08691119037354,PhD,Yes,No,84.3,Pass
S0075,Female,42.99033640683962,94.76219437737439,85.85029612252886,Bachelors,Yes,Yes,78.7,Pass
S0076,Female,36.161917579918395,94.42360169742923,82.74421004776703,Bachelors,Yes,Yes,77.4,Pass
S0077,Female,9.102696532748212,72.62514450375718,67.16981674698766,Masters,Yes,Yes,54.5,Pass
S0078,Male,22.973422790573924,70.96102462466303,67.18305333629495,PhD,Yes,Yes,70.2,Pass
S0079,Male,33.63013568202811,95.77300318702251,97.91762653036942,Masters,Yes,Yes,89.2,Pass
S0080,Male,21.684072345606012,92.0223569673435,90.95645243331316,Masters,Yes,Yes,76.7,Pass
S0081,Female,17.35724872711398,55.95602576816039,53.931435621761594,Bachelors,Yes,No,47.3,Fail
S0082,Female,8.848801785993235,61.95481731553291,49.20923839008555,High School,No,No,33.7,Fail
S0083,Male,25.05182772650032,64.27427740346221,76.09241694037578,Bachelors,Yes,Yes,62.7,Pass
S0084,Male,34.630889518309836,95.3325753096652,98.14058658715868,PhD,Yes,Yes,89.0,Pass
S0085,Male,17.275461868466135,79.17846807654479,83.9493198132284,Masters,No,No,61.1,Pass
S0086,Male,16.175570866051004,78.14919301944423,71.1178474594149,High School,No,Yes,46.3,Fail
S0087,Female,19.044406892777296,73.66242005882651,54.244247917086426,High School,Yes,No,53.0,Pass
S0088,Female,18.274820058109672,77.74851896751451,71.53667372866173,High School,Yes,No,58.3,Pass
S0089,Female,32.555061951778974,91.67282302355189,77.8959529838064,Bachelors,Yes,Yes,70.0,Pass
S0090,Male,29.447586912925992,83.76798192197637,80.30719228556343,PhD,Yes,No,74.9,Pass
S0091,Male,32.665189963744034,94.40529183094304,86.8661812458005,High School,No,No,62.1,Pass
S0092,Female,40.731128781013744,97.56675190805333,91.70625426067129,Bachelors,Yes,No,84.3,Pass
S0093,Female,27.63460832268129,79.11229697823913,65.44246652602648,High School,Yes,Yes,58.9,Pass
S0094,Female,13.065869084231649,72.98184667775524,73.75629289285112,Bachelors,No,No,48.2,Fail
S0095,Female,23.018648384377684,77.70114204494179,72.84589619767236,Bachelors,Yes,No,64.4,Pass
S0096,Female,39.53176156826157,92.7816098982012,80.43596596098905,Bachelors,Yes,Yes,75.9,Pass
S0097,Female,21.219438209999392,76.36523463403208,69.67380050154863,High School,No,No,50.6,Pass
S0098,Male,19.1046903405925,78.65648092177196,64.46918776815963,High School,Yes,Yes,55.6,Pass
S0099,Male,29.23407191089086,87.75756945261077,73.28220523999093,Masters,Yes,Yes,72.1,Pass
S0100,Male,36.370804171511644,89.6213875795167,69.74219565045003,Bachelors,Yes,No,72.2,Pass
S0101,Male,34.09409524870299,92.48503695804732,97.0871686334326,PhD,Yes,No,91.3,Pass
S0102,Female,35.28102086341178,83.09685609772568,78.14118386511207,Bachelors,Yes,No,69.9,Pass
S0103,Male,15.051720673603544,61.306196488992555,59.529059786218056,High School,Yes,No,47.7,Fail
S0104,Female,22.9234957674037,78.8181659687959,70.68808033538978,Masters,No,Yes,58.5,Pass
S0105,Female,29.451602654945308,89.67648600853815,85.20903396198993,Bachelors,Yes,Yes,74.6,Pass
S0106,Male,14.575764535223794,76.98088695610444,64.29249440580018,Masters,Yes,No,59.4,Pass
S0107,Male,35.866893298117205,81.57741223263871,89.6143613732677,Bachelors,Yes,Yes,75.2,Pass
S0108,Female,40.93174698631422,95.09345823905214,84.19058873651811,Masters,Yes,No,86.4,Pass
S0109,Male,19.470826066228966,81.55071087097826,65.93641068042652,Masters,Yes,Yes,62.3,Pass
S0110,Male,31.423908030958785,100.0,93.99478148690523,PhD,Yes,Yes,83.6,Pass
S0111,Male,8.452615313731402,59.21920664323655,60.03789609434138,High School,Yes,Yes,39.5,Fail
S0112,Male,12.719259323897372,75.96959349890653,58.78809972459405,High School,Yes,Yes,46.0,Fail
S0113,Female,17.068997452171168,87.48123232048184,66.89300613466557,Bachelors,No,No,55.7,Pass
S0114,Female,29.711468956015363,89.26739811578682,83.57330746328051,PhD,Yes,No,76.4,Pass
S0115,Female,30.26448638716501,77.60880587834089,72.27133625399989,PhD,Yes,No,73.2,Pass
S0116,Female,14.307187411286511,67.98572645750774,53.765206712695395,High School,Yes,Yes,48.2,Fail
S0117,Female,24.26082152532368,81.57297219701232,75.00144281661942,High School,No,Yes,53.5,Pass
S0118,Male,18.26479785492583,90.54574909169133,66.73935731272893,Bachelors,Yes,Yes,62.4,Pass
S0119,Female,24.272241704107355,58.01890792137391,64.60862038734135,High School,Yes,Yes,51.3,Pass
S0120,Female,32.85258409515974,86.81777172823647,86.69757575144405,Bachelors,Yes,Yes,74.6,Pass
S0121,Female,37.677112018560955,81.13272464258374,87.01097922996325,High School,Yes,Yes,68.8,Pass
S0122,Female,4.547104257689457,75.24034637533754,81.77499818940566,Bachelors,Yes,Yes,57.5,Pass
S0123,Male,31.09108983303973,92.47836010677308,91.40618681304595,PhD,Yes,Yes,91.2,Pass
S0124,Male,36.475344367144864,69.17822426955782,65.69214053016394,PhD,Yes,Yes,74.6,Pass
S0125,Male,41.48715841589813,100.0,91.68970632712914,Masters,No,No,86.0,Pass
S0126,Male,13.326631082313503,96.67090451266411,81.56665435049518,Bachelors,Yes,Yes,66.3,Pass
S0127,Female,26.75262891433563,76.31318355743807,71.70582395497178,Masters,Yes,Yes,68.0,Pass
S0128,Female,13.037839513731019,74.64681043692462,70.70600862878801,High School,Yes,No,48.9,Fail
S0129,Male,35.27650224682442,85.69049569206096,90.50598580007815,Masters,Yes,Yes,77.6,Pass
S0130,Female,24.191924980092086,86.80946057101241,80.79924515567161,Bachelors,Yes,No,74.8,Pass
S0131,Male,7.330518502918693,71.7133953703483,58.81127269184471,High School,Yes,Yes,44.6,Fail
S0132,Male,1.0,63.467099776049196,70.09245241267539,High School,Yes,No,50.4,Pass
S0133,Male,9.11945578845973,81.77403572265371,75.84325761044865,High School,Yes,Yes,51.2,Pass
S0134,Male,22.861547411593268,81.20810363238982,64.20470181932505,Masters,Yes,No,62.7,Pass
S0135,Female,31.39672045764098,86.9729440919363,76.24031318008579,Bachelors,Yes,Yes,69.6,Pass
S0136,Male,37.16755332308239,93.83354327936817,85.20664390740431,Bachelors,Yes,No,77.4,Pass
S0137,Female,15.374448129234215,80.5945441017245,63.346037940668495,High School,Yes,Yes,56.1,Pass
S0138,Female,35.42410532856788,88.8100711965046,90.24793495429579,PhD,Yes,Yes,86.2,Pass
S0139,Male,15.924714355596103,73.552415548847,54.37963346772781,Bachelors,Yes,No,52.8,Pass
S0140,Female,31.721735125810252,86.6721803300222,82.44686909388602,Masters,Yes,Yes,76.1,Pass
S0141,Female,25.107746230103274,85.7350602724031,93.49908561206784,Masters,No,No,67.5,Pass
S0142,Male,31.319373433918823,95.44257251500983,64.66262988266662,Bachelors,No,Yes,58.5,Pass
S0143,Female,30.427522499465354,84.82596949918361,82.21722049121175,Bachelors,No,Yes,60.4,Pass
S0144,Male,15.573111116083975,90.67708804509093,69.62262193138945,Masters,Yes,No,70.4,Pass
S0145,Male,29.478655335858114,86.22884622711963,85.82183251262873,High School,Yes,Yes,61.9,Pass
S0146,Male,21.123334661161657,95.0369329591472,89.58576348160291,High School,Yes,Yes,72.5,Pass
S0147,Female,15.186348133810757,89.04993335531212,74.01686977815737,Masters,Yes,No,67.0,Pass
S0148,Female,20.407666180326146,76.232451591196,67.68534329130489,High School,Yes,No,53.1,Pass
S0149,Male,36.348684670501484,82.00477973270237,76.69278000918875,Bachelors,No,No,65.1,Pass
S0150,Male,25.254603709994683,86.88058821511345,89.32793923699977,Bachelors,Yes,Yes,76.6,Pass
S0151,Female,12.552966519139275,79.0935036246631,72.2041644664334,Bachelors,Yes,Yes,63.0,Pass
S0152,Male,14.668235611040314,70.56725371987075,64.37491868657554,Bachelors,Yes,Yes,57.1,Pass
S0153,Male,34.15713453490687,92.93855018183731,81.0567847653287,Masters,No,Yes,73.7,Pass
S0154,Female,28.295069412427218,94.77905144750775,88.5785887502955,Masters,Yes,No,74.1,Pass
S0155,Female,5.762843291113617,74.81183920281761,50.13064850375114,Bachelors,Yes,Yes,47.5,Fail
S0156,Male,14.281609412362219,87.18213613396782,56.31264369638608,High School,No,Yes,41.6,Fail
S0157,Female,8.994061727050507,78.11223825258287,52.74319090874212,High School,Yes,Yes,50.5,Pass
S0158,Female,17.570714790804725,86.17508796307227,68.19428491386358,Bachelors,Yes,No,61.3,Pass
S0159,Male,20.3482100895232,87.20929997220524,74.52927650121937,Bachelors,Yes,No,68.3,Pass
S0160,Female,31.60091037777241,88.64351088291984,86.48024446107583,PhD,Yes,No,83.7,Pass
S0161,Male,21.133871239301705,85.2046392694805,69.01840784929213,Masters,Yes,Yes,65.2,Pass
S0162,Female,20.72201717934321,75.07029545213591,71.78995433996259,High School,Yes,No,54.6,Pass
S0163,Female,16.322993954598086,74.20167484886605,73.55196688713232,High School,No,No,50.4,Pass
S0164,Female,31.276438655145963,93.1314949397943,83.27549772169961,High School,Yes,Yes,67.0,Pass
S0165,Male,24.85636992785729,85.85558300591565,74.66864284698957,High School,Yes,Yes,62.4,Pass
S0166,Female,29.871731585989288,96.44809044681357,93.09242088816399,Bachelors,Yes,Yes,75.5,Pass
S0167,Male,22.050249268355593,67.3946563914024,72.96293774384088,Bachelors,Yes,Yes,59.3,Pass
S0168,Male,27.275186236383455,69.11968584994413,57.63153741286807,Masters,Yes,No,62.0,Pass
S0169,Male,24.613439917979786,84.186647473266,79.1564109924985,Masters,Yes,Yes,69.6,Pass
S0170,Female,13.194922908637784,87.11966176802494,75.54253236750878,High School,Yes,Yes,55.1,Pass
S0171,Female,21.00497424141618,84.37081122545183,78.17674488959014,Bachelors,Yes,No,67.2,Pass
S0172,Male,10.361576900142252,48.569806879262714,56.56126549404387,Bachelors,Yes,No,42.7,Fail
S0173,Female,13.611868369804894,72.58299278412412,62.439181946010166,Masters,Yes,No,56.7,Pass
S0174,Male,29.098542067210445,94.76682998842826,84.66512816060315,Masters,Yes,Yes,75.6,Pass
S0175,Female,7.282723229700988,68.85176115224218,63.072168300862856,Masters,Yes,Yes,55.5,Pass
S0176,Male,37.3752887057823,92.41237873979533,81.59785888501182,Masters,Yes,Yes,83.0,Pass
S0177,Female,39.39632941675224,83.85342717684586,79.6523444279941,Masters,Yes,Yes,82.4,Pass
S0178,Male,20.937998964959394,85.73351471293815,77.03681102711043,High School,Yes,Yes,59.0,Pass
S0179,Female,30.52736298227979,89.40157813764758,77.23318200043786,Bachelors,Yes,No,77.8,Pass
S0180,Male,19.79439288164124,77.99777770630757,73.99564506194518,High School,No,Yes,46.1,Fail
S0181,Male,28.531896506387486,80.44095509456375,78.39103179428632,Bachelors,Yes,Yes,71.5,Pass
S0182,Male,22.715700472917078,64.66943264741265,56.97847577722232,Bachelors,Yes,Yes,52.8,Pass
S0183,Female,5.2981247054733185,63.076126681891964,45.80346388986359,High School,Yes,No,36.3,Fail
S0184,Female,31.46541875207001,84.96846803062915,72.23668228944443,High School,Yes,No,61.5,Pass
S0185,Male,11.94863333292031,72.78928928500746,73.68605550169083,High School,Yes,No,52.6,Pass
S0186,Female,23.33702186922582,99.03791222893221,91.52553846688303,High School,Yes,Yes,72.1,Pass
S0187,Female,45.0,99.23166500246444,84.27420372300993,High School,Yes,Yes,78.9,Pass
S0188,Female,29.36197798481211,93.98232605600812,91.81269043967215,High School,Yes,Yes,68.5,Pass
S0189,Female,20.1718256553839,82.85449813858125,82.51186077778247,Bachelors,Yes,Yes,63.9,Pass
S0190,Male,26.07916308221705,85.47811513355317,78.4186287299031,High School,Yes,No,60.8,Pass
S0191,Male,13.602117301442842,65.78699295921787,77.14808517181287,PhD,No,No,56.7,Pass
S0192,Female,29.859018635173825,89.94453640683409,92.43519123787814,Bachelors,No,No,66.7,Pass
S0193,Female,27.55222981753074,81.14560007515107,69.25290968290507,High School,Yes,No,57.3,Pass
S0194,Female,20.884464374978656,79.40592066319452,63.911717328358996,Bachelors,Yes,No,61.4,Pass
S0195,Male,9.711915938057409,76.17023924011052,63.930071248259,Masters,Yes,Yes,65.8,Pass
S0196,Male,23.176418641767743,75.03396062702635,70.910981027186,Masters,Yes,No,64.7,Pass
S0197,Female,6.760544674900017,83.24933664719772,80.57314624688141,Bachelors,No,Yes,51.3,Pass
S0198,Female,21.155207207747367,87.65628930672898,86.31642711484052,Masters,Yes,No,75.4,Pass
S0199,Female,30.76989844099239,78.86242768589895,67.84649802440462,Masters,Yes,Yes,67.8,Pass
S0200,Female,8.217538003087418,82.72406690515675,84.25245624086247,Masters,Yes,Yes,68.5,Pass
S0201,Female,35.38679230982338,95.93316306244886,92.96624693230096,Masters,Yes,No,81.6,Pass
S0202,Male,13.933447976308388,65.49588502191897,66.93967949406623,Masters,Yes,Yes,64.0,Pass
S0203,Male,23.58033066178228,82.1232927635356,66.1478038363305,Masters,Yes,Yes,68.0,Pass
S0204,Female,12.517539659673796,66.6470274533311,45.576633301061584,Bachelors,Yes,Yes,46.1,Fail
S0205,Female,36.010949122091624,88.00971664645917,81.87198602995585,Bachelors,Yes,Yes,72.7,Pass
S0206,Male,30.201484412598564,90.68679434073573,93.41462714125461,Masters,Yes,No,78.8,Pass
S0207,Male,9.181985851631548,73.40089318113966,59.5464719455288,Masters,Yes,No,60.8,Pass
S0208,Female,29.48358184325464,89.39871815891252,83.69321514725455,High School,Yes,Yes,63.8,Pass
S0209,Male,14.701956137305967,73.79436372594353,74.78621918127945,PhD,Yes,Yes,65.5,Pass
S0210,Male,31.247240341457562,96.94907496460843,89.34425394162733,Bachelors,Yes,No,75.7,Pass
S0211,Female,31.086376456626493,95.21311214926425,87.34466320157114,Bachelors,No,Yes,67.8,Pass
S0212,Female,27.52551709070112,91.0287958814237,84.03733930187914,PhD,No,Yes,71.2,Pass
S0213,Female,6.039400923473641,56.74388947851496,48.685318352916866,High School,No,Yes,25.4,Fail
S0214,Male,35.060466765370876,93.01992390125415,88.95236351903006,Masters,Yes,No,80.4,Pass
S0215,Female,21.668744677012732,83.59891558198515,80.13086923111808,High School,No,Yes,53.1,Pass
S0216,Male,23.116237547628906,75.75048739155682,75.08168678538658,Bachelors,Yes,Yes,61.9,Pass
S0217,Male,30.20828249251537,82.12598314624779,87.61990233688675,Bachelors,No,Yes,65.8,Pass
S0218,Female,27.67559051914197,75.04296127615602,74.52114925736996,Bachelors,Yes,Yes,67.9,Pass
S0219,Female,24.861010575544807,90.39068150699335,79.94200637218013,Bachelors,No,No,61.5,Pass
S0220,Female,3.2413612847925393,68.93746248309625,61.25762632235098,PhD,Yes,Yes,58.2,Pass
S0221,Female,27.613921838312375,85.26387776710976,83.40040375147545,PhD,Yes,Yes,72.1,Pass
S0222,Female,23.88506326806514,81.68574878914224,73.09500618359527,High School,Yes,Yes,58.7,Pass
S0223,Male,9.979308797274602,81.37374331772928,54.94295998067132,Bachelors,Yes,Yes,57.1,Pass
S0224,Male,16.925361782520312,81.4551287436797,64.88544855649337,High School,Yes,No,53.4,Pass
S0225,Male,4.987378864675851,54.71702953337021,58.28870120837005,High School,Yes,No,37.9,Fail
S0226,Male,12.03917552316829,75.2091301773425,69.61465340704967,High School,Yes,Yes,59.1,Pass
S0227,Female,30.663576302583987,84.65837345228627,66.19172544893853,PhD,Yes,Yes,79.9,Pass
S0228,Male,19.827846062305674,77.69973799132593,67.7412660465988,PhD,Yes,Yes,70.0,Pass
S0229,Female,28.852226909897453,72.39779809515547,81.65268513440624,High School,Yes,No,65.2,Pass
S0230,Female,27.79760783129236,89.63603169422589,69.22236292784845,High School,Yes,No,56.0,Pass
S0231,Female,29.100355685525344,84.26739274190115,82.90135037173279,Bachelors,Yes,Yes,68.6,Pass
S0232,Female,8.468274238215754,72.96063061781396,41.14274546558039,Bachelors,Yes,No,45.5,Fail
S0233,Female,32.17247031507367,95.54610233930244,87.81263239342255,Masters,Yes,No,80.1,Pass
S0234,Female,33.5480954505504,87.10403867302956,84.2184385952919,Bachelors,Yes,No,72.5,Pass
S0235,Male,18.836354396616855,76.47463045996228,71.95773008711667,Masters,Yes,Yes,57.5,Pass
S0236,Female,20.490732950023844,79.39699482404934,67.62923026991794,Bachelors,Yes,Yes,62.7,Pass
S0237,Male,31.91714802469773,96.61446907396913,85.5595489313565,PhD,Yes,Yes,85.9,Pass
S0238,Male,19.976709289466775,60.8782245987723,62.94656863576262,Bachelors,Yes,No,59.3,Pass
S0239,Female,7.415790086173601,60.18460057974479,57.563771555245786,Bachelors,No,No,36.9,Fail
S0240,Male,21.151396006481434,79.60012662935716,63.4580283323264,Masters,Yes,No,61.9,Pass
S0241,Female,20.803796640660416,89.21487739444825,86.20680003560695,Masters,Yes,Yes,65.9,Pass
S0242,Female,6.877681147892989,41.562064165192545,42.87745721584103,High School,Yes,Yes,31.6,Fail
S0243,Female,21.551455650958985,85.75403636662033,58.823233073400324,Bachelors,Yes,Yes,63.8,Pass
S0244,Male,33.18938012260071,96.42914630963686,94.54883596554863,PhD,Yes,No,85.6,Pass
S0245,Male,34.15714550542462,92.33028527523523,81.80023797319227,Bachelors,Yes,Yes,81.4,Pass
S0246,Female,8.643985040136847,79.24863070057019,78.00979095125136,High School,Yes,Yes,53.9,Pass
S0247,Male,12.967272637622157,67.10549102297786,53.43472658241387,Bachelors,Yes,No,51.1,Pass
S0248,Female,32.277837890315794,87.77552501295688,84.47975882578552,Masters,Yes,Yes,73.5,Pass
S0249,Female,33.68348668078432,75.40209395945686,81.68867274425911,Masters,Yes,Yes,74.6,Pass
S0250,Female,12.06783107304765,82.60345687276063,53.55910994301477,Masters,No,Yes,44.4,Fail
S0251,Male,17.515425206987896,66.10583891241902,53.50839684845487,Bachelors,Yes,No,54.3,Pass
S0252,Male,35.09267021205473,99.02841536578791,89.46517568421952,Bachelors,Yes,No,81.8,Pass
S0253,Female,11.50688827679119,81.35708664965532,71.47538802733692,Bachelors,No,No,55.3,Pass
S0254,Male,33.289917765327,93.79837828545796,84.76233927491002,Masters,Yes,Yes,76.8,Pass
S0255,Male,41.13301988876558,90.89693897814116,83.6142939759724,High School,Yes,No,73.2,Pass
S0256,Female,10.719028486280205,80.16138335778683,69.98167832753319,High School,Yes,No,55.0,Pass
S0257,Female,28.722133573970293,85.23738536846798,64.92378527020429,High School,Yes,No,61.8,Pass
S0258,Female,23.205780704877263,86.70071820210337,81.16818815632699,Bachelors,Yes,No,66.2,Pass
S0259,Female,28.212527771898415,87.32592658018035,72.36051596769099,Masters,Yes,Yes,65.0,Pass
S0260,Male,24.718184037964146,90.74653430494311,64.0033356151221,Masters,Yes,Yes,70.3,Pass
S0261,Female,27.903364036698264,86.90972500497503,86.51661247490449,PhD,Yes,Yes,79.7,Pass
S0262,Female,30.611555229555513,77.82117999295248,57.65817379518337,High School,Yes,No,55.2,Pass
S0263,Male,27.52667552985318,93.65389492806963,87.15051961179952,PhD,Yes,No,84.4,Pass
S0264,Female,24.997303734674034,80.04004688687864,64.32581558268129,Masters,Yes,No,66.3,Pass
S0265,Female,25.607060251371273,76.16002732975763,85.10458040028274,Bachelors,Yes,Yes,63.9,Pass
S0266,Female,25.99355045848161,77.93546188212234,68.33168851566823,PhD,Yes,Yes,65.5,Pass
S0267,Female,21.349390553704882,80.32348654584776,78.70100265317973,Bachelors,Yes,Yes,62.1,Pass
S0268,Female,31.11849701846428,87.07347304436588,92.56176274062312,PhD,Yes,No,90.4,Pass
S0269,Male,14.295849989121336,78.15071740775117,58.35064095533144,Masters,No,Yes,53.6,Pass
S0270,Male,24.541809394211665,84.17776993800237,60.66210424742308,Masters,Yes,No,66.9,Pass
S0271,Female,26.09165066276384,82.32515568738037,59.61682810312407,Bachelors,Yes,Yes,61.7,Pass
S0272,Female,14.284111816809013,84.43293129662486,72.52018619648638,High School,No,Yes,47.6,Fail
S0273,Female,24.489682639942608,83.34104177335863,75.03744593583556,Bachelors,Yes,No,70.0,Pass
S0274,Female,32.13113989574265,85.97672243590053,65.70206700654035,Bachelors,No,Yes,57.6,Pass
S0275,Female,40.81281426356226,100.0,100.0,PhD,Yes,Yes,94.9,Pass
